1,28447b9253e4d9da3196845dab363fbb,240,2016-05-09T02:53:01.000+05:30,2016-05-09T02:57:01.052+05:30
2,3816e67610e9fde8d55596f5a17c27b8,480,2016-05-09T02:11:21.994+05:30,2016-05-09T02:19:36.370+05:30
3,d2f511ae8d8581bf07fb71cc33c48ac2,162,2016-05-09T02:18:49.492+05:30,2016-05-09T02:21:34.936+05:30
4,7642980e53ace9070f1f450db471bfc2,281,2016-05-09T02:05:26.307+05:30,2016-05-09T02:10:07.728+05:30
5,cc6c2a439b3b990c9986a04b1d921054,300,2016-05-09T02:15:09.046+05:30,2016-05-09T02:20:13.503+05:30
6,cc6c2a439b3b990c9986a04b1d921054,77,2016-05-09T02:22:18.706+05:30,2016-05-09T02:23:36.547+05:30
7,9da491ecbbb5c5171aac75ed56dbe173,108,2016-05-09T02:41:47.448+05:30,2016-05-09T02:43:42.958+05:30
8,9da491ecbbb5c5171aac75ed56dbe173,511,2016-05-09T02:45:39.105+05:30,2016-05-09T02:54:10.739+05:30
9,8ef1f2abd8fdf5e3df4a96a93a311d91,84,2016-05-09T02:45:27.345+05:30,2016-05-09T02:46:57.043+05:30
10,cd5699837d41bd5f5753b2e8ac81026a,38,2016-05-09T02:21:59.728+05:30,2016-05-09T02:22:38.347+05:30
11,cde23801d52d0557ad297cd38acb213b,3,2016-05-09T02:35:30.490+05:30,2016-05-09T02:35:34.318+05:30
12,fcf43af69fd402367c86738e90099247,19,2016-05-09T02:14:31.823+05:30,2016-05-09T02:14:51.803+05:30
13,078c20345ab234a798858f05fdf4d2bf,140,2016-05-09T02:19:26.065+05:30,2016-05-09T02:21:46.829+05:30
14,68f962bbcc82a04e727b1a1bea9f4e64,33,2016-05-09T02:05:49.390+05:30,2016-05-09T02:06:22.643+05:30
15,da099912a681d9c0bac77cb03e766a27,461,2016-05-09T02:44:43.954+05:30,2016-05-09T02:52:25.443+05:30
16,4e12bb3907bc341c136ef05d69eac731,139,2016-05-09T02:21:31.706+05:30,2016-05-09T02:23:53.679+05:30
17,4e12bb3907bc341c136ef05d69eac731,10,2016-05-09T02:24:44.888+05:30,2016-05-09T02:24:55.437+05:30
18,e951b78cc0b3a3c35ff8601c8b5d76d2,9,2016-05-09T02:04:24.979+05:30,2016-05-09T02:04:34.573+05:30
19,5762da72005c49b6a2402569594fca1c,4,2016-05-09T02:56:29.362+05:30,2016-05-09T02:56:33.782+05:30
20,cd09a7561fc7ccb8474258261b28ce6e,212,2016-05-09T02:12:20.513+05:30,2016-05-09T02:16:00.766+05:30
