1,9ff87ba7d5938973c5e87439269a200d,75,2016-05-09T02:04:22.086+05:30,2016-05-09T02:05:41.660+05:30
2,a187a1b7b616f2b5a708d439f965e72d,312,2016-05-09T02:05:43.005+05:30,2016-05-09T02:11:04.164+05:30
3,3f63134b62bda699e9f9cebb79bf3ee1,390,2016-05-09T02:07:43.949+05:30,2016-05-09T02:14:27.455+05:30
4,2b88ca6bd9671326925377c31887d834,196,2016-05-09T02:28:57.183+05:30,2016-05-09T02:32:19.696+05:30
6,52835974d35962b94e2a1830fdae2dd0,249,2016-05-09T02:05:02.079+05:30,2016-05-09T02:09:28.780+05:30
7,c870f67a9e7c7d2308a8bc2c471838c6,75,2016-05-09T02:22:52.955+05:30,2016-05-09T02:24:08.654+05:30
8,d0e420ed120f687767e5d796abd0a825,588,2016-05-09T02:21:55.799+05:30,2016-05-09T02:31:51.313+05:30
9,abf58d857a4a0195ea0ba50ae6942251,501,2016-05-09T02:28:56.747+05:30,2016-05-09T02:37:21.787+05:30
10,65e1f641235f1ce274e54c2bb4769426,136,2016-05-09T02:41:16.565+05:30,2016-05-09T02:43:35.398+05:30
11,2044f6761dd802abc192ed69137b6d72,75,2016-05-09T02:07:26.855+05:30,2016-05-09T02:08:42.714+05:30
13,e0da3016737231aaeaf4646a5f37989b,141,2016-05-09T02:31:19.792+05:30,2016-05-09T02:33:46.524+05:30
14,54394b483a75fb63467231b53b98b2ee,1010,2016-05-09T02:38:32.044+05:30,2016-05-09T02:55:59.643+05:30
15,8fbfa09a8deffce100ab643782bfe1e8,7,2016-05-09T02:36:10.507+05:30,2016-05-09T02:36:18.266+05:30
16,06b6086c7992e3ac8c542a4e985807bd,19,2016-05-09T02:29:33.497+05:30,2016-05-09T02:29:52.779+05:30
18,f50ac823966e8e8d9f701517083549b1,1038,2016-05-09T02:40:48.893+05:30,2016-05-09T02:58:36.040+05:30
20,530369d6d8990950b2c91151b0839bab,35,2016-05-09T02:50:37.816+05:30,2016-05-09T02:51:12.876+05:30
21,946164fdeb70c2b3581c66b5ee4a4c3f,133,2016-05-09T02:45:33.782+05:30,2016-05-09T02:47:50.924+05:30
22,d802bf1e8e2ab193ad5a924d1405377e,474,2016-05-09T02:03:28.412+05:30,2016-05-09T02:11:24.193+05:30
24,0a797d2cc4f12e03fc178780325dfe6c,74,2016-05-09T02:16:28.525+05:30,2016-05-09T02:17:42.650+05:30
25,0a797d2cc4f12e03fc178780325dfe6c,49,2016-05-09T02:18:17.290+05:30,2016-05-09T02:19:07.169+05:30
26,b3d2226b7ba071b947b0227dd6e401d5,96,2016-05-09T02:58:17.406+05:30,2016-05-09T02:59:59.678+05:30
27,50b95d5d16c4ee20b17b5e19c0e22212,121,2016-05-09T02:23:02.822+05:30,2016-05-09T02:25:07.196+05:30
28,46b2b06061cf2e9addad9f0285962f19,224,2016-05-09T02:05:11.549+05:30,2016-05-09T02:08:59.191+05:30
30,b66d417a893f4a32297d2927c2f53e73,38,2016-05-09T02:17:15.948+05:30,2016-05-09T02:17:54.021+05:30
31,956ff2b7693c674515da192277b3b41c,12,2016-05-09T02:24:11.097+05:30,2016-05-09T02:24:23.451+05:30
34,fc0f79bf92a9e00cd5a08d70f228ff3b,380,2016-05-09T02:53:00.371+05:30,2016-05-09T02:59:41.510+05:30
35,0ff46b53a6d5e9b353d4e921fd2db6d7,239,2016-05-09T02:55:15.684+05:30,2016-05-09T02:59:18.141+05:30
36,6907c0093ffe65e94ed72eb7d9fa5160,895,2016-05-09T02:25:19.453+05:30,2016-05-09T02:40:25.196+05:30
37,975d86a211ef0a821c8069328c6e6f15,202,2016-05-09T02:55:20.159+05:30,2016-05-09T02:58:45.193+05:30
39,0583c35d08c5dd734dcf43ec3bc7c9e0,833,2016-05-09T02:45:27.032+05:30,2016-05-09T02:59:45.296+05:30
40,07a9921ad28f4361774ad11cdb552746,4,2016-05-09T02:50:05.105+05:30,2016-05-09T02:50:09.248+05:30
41,11aa92d5e02e81e1ec8d291aca5a2058,328,2016-05-09T02:04:36.117+05:30,2016-05-09T02:10:33.656+05:30
