1,e7a8379086d22c42b76fd71072393d1b,393,2016-05-09T02:33:30.627+05:30,2016-05-09T02:40:07.223+05:30
2,24440dd672c0e1fb26008e88e7ee6d7b,18,2016-05-09T02:36:12.917+05:30,2016-05-09T02:36:52.028+05:30
3,24440dd672c0e1fb26008e88e7ee6d7b,94,2016-05-09T02:38:12.721+05:30,2016-05-09T02:39:47.442+05:30
4,3a4b262ed5cf077ed6d2e016dc56f404,3,2016-05-09T02:29:20.843+05:30,2016-05-09T02:29:23.914+05:30
5,0a0236938628902735d764572e557295,90,2016-05-09T02:31:08.255+05:30,2016-05-09T02:32:42.054+05:30
6,28783ffa9d41a742a650d161dffe0444,465,2016-05-09T02:14:22.445+05:30,2016-05-09T02:22:26.144+05:30
7,e94e46a660886bfb17f593cc3000e23e,45,2016-05-09T02:08:12.589+05:30,2016-05-09T02:08:58.733+05:30
8,c4e08436b9c08eeee6926a0e59deb612,175,2016-05-09T02:05:43.559+05:30,2016-05-09T02:09:00.071+05:30
9,ce8441b71af9d94b14abb10dc0235aaf,2,2016-05-09T02:02:35.810+05:30,2016-05-09T02:02:38.664+05:30
10,6120480ce757080c164679691c029b58,102,2016-05-09T02:04:48.356+05:30,2016-05-09T02:06:34.896+05:30
11,0093ddb400bc62725f2aea19cdd6904c,139,2016-05-09T02:00:33.304+05:30,2016-05-09T02:02:53.746+05:30
12,28453ce9562035c19a89249cd9eb375f,5,2016-05-09T02:03:32.322+05:30,2016-05-09T02:03:44.770+05:30
13,28453ce9562035c19a89249cd9eb375f,43,2016-05-09T02:04:50.762+05:30,2016-05-09T02:05:35.555+05:30
14,fe0424ee5a4037a8cff5ff756257faef,99,2016-05-09T02:45:20.361+05:30,2016-05-09T02:47:03.755+05:30
15,0a41599cf69acef1917172d5561ee878,100,2016-05-09T02:14:11.945+05:30,2016-05-09T02:15:52.021+05:30
16,d088d4a2bb3f6bbb2c81e6f5b534fe21,384,2016-05-09T02:49:52.544+05:30,2016-05-09T02:56:40.352+05:30
17,7920e4d00f790d176329455ab8b68c68,324,2016-05-09T02:28:58.175+05:30,2016-05-09T02:34:35.962+05:30
18,7920e4d00f790d176329455ab8b68c68,174,2016-05-09T02:36:29.274+05:30,2016-05-09T02:39:38.393+05:30
19,7920e4d00f790d176329455ab8b68c68,309,2016-05-09T02:41:41.620+05:30,2016-05-09T02:46:59.970+05:30
20,a5bfc23afa4b5bec6ddd8f256daf30ae,2,2016-05-09T02:56:36.809+05:30,2016-05-09T02:56:39.582+05:30
21,a02d036eac20bff40e43e5dc739e9578,209,2016-05-09T02:36:25.331+05:30,2016-05-09T02:39:55.958+05:30
22,a02d036eac20bff40e43e5dc739e9578,4,2016-05-09T02:40:39.476+05:30,2016-05-09T02:40:44.273+05:30
23,71a1e615c83d19b904bf7e2c4c05658e,216,2016-05-09T02:51:41.262+05:30,2016-05-09T02:55:19.224+05:30
24,f8c50ffd93f8f32022f7ee0055ddd04f,163,2016-05-09T02:25:20.169+05:30,2016-05-09T02:28:15.855+05:30
25,65d73bcbefe484fad67b766cc53fb482,7,2016-05-09T02:02:05.736+05:30,2016-05-09T02:02:12.873+05:30
26,84748b4d1fd5df0bcedfe7606e2379ab,121,2016-05-09T02:28:38.226+05:30,2016-05-09T02:30:39.883+05:30
27,84748b4d1fd5df0bcedfe7606e2379ab,143,2016-05-09T02:35:22.863+05:30,2016-05-09T02:37:46.683+05:30
28,84748b4d1fd5df0bcedfe7606e2379ab,19,2016-05-09T02:41:15.563+05:30,2016-05-09T02:41:35.100+05:30
29,84748b4d1fd5df0bcedfe7606e2379ab,147,2016-05-09T02:45:53.075+05:30,2016-05-09T02:48:20.748+05:30
30,db4397b98d98038a043d8b496a4b867c,259,2016-05-09T02:33:40.371+05:30,2016-05-09T02:38:00.111+05:30
31,e833e0dbe6fa20dc332128770f00bdc1,23,2016-05-09T02:32:41.824+05:30,2016-05-09T02:33:05.033+05:30
32,e833e0dbe6fa20dc332128770f00bdc1,27,2016-05-09T02:57:30.110+05:30,2016-05-09T02:57:59.249+05:30
33,d4584d896ad78aec023b76905f250a57,3,2016-05-09T02:59:35.444+05:30,2016-05-09T02:59:39.241+05:30
34,fa2a9324f36b4e4850e0c739b5db09c5,2,2016-05-09T02:06:07.183+05:30,2016-05-09T02:06:09.563+05:30
35,a68defbb849fff19523c6cb88eb220f9,261,2016-05-09T02:07:21.148+05:30,2016-05-09T02:11:49.402+05:30
36,a68defbb849fff19523c6cb88eb220f9,69,2016-05-09T02:15:18.563+05:30,2016-05-09T02:16:46.487+05:30
37,a68defbb849fff19523c6cb88eb220f9,2,2016-05-09T02:24:52.487+05:30,2016-05-09T02:24:55.426+05:30
38,3be75b66575e04124a029f6aeb4aa756,8,2016-05-09T02:58:30.378+05:30,2016-05-09T02:58:39.817+05:30
39,4f86f0a703b3f39ec43d1a55ae3100d7,183,2016-05-09T02:46:00.897+05:30,2016-05-09T02:49:09.955+05:30
40,f537a607fb75621051b0a6d63a3a9629,120,2016-05-09T02:02:00.613+05:30,2016-05-09T02:04:07.030+05:30
41,b170bc57cb73954b328a140a92430511,17,2016-05-09T02:00:10.932+05:30,2016-05-09T02:00:30.969+05:30
43,e2174456139afa672b2e5e7eee82ba9c,43,2016-05-09T02:25:42.567+05:30,2016-05-09T02:26:32.048+05:30
44,e2174456139afa672b2e5e7eee82ba9c,8,2016-05-09T02:47:47.774+05:30,2016-05-09T02:47:55.995+05:30
45,9e3cbe2adafa5bbd75126d8fde40a265,915,2016-05-09T02:30:53.779+05:30,2016-05-09T02:46:09.607+05:30
