1,3f16069c10aeab193458f2b43113153e,90,2016-05-09T02:52:50.793+05:30,2016-05-09T02:54:39.207+05:30
2,8854b1c1b6c91438db83407e6792aa4f,343,2016-05-09T02:52:58.421+05:30,2016-05-09T02:58:46.606+05:30
3,9bd01a3e1eb00f822eb71f4395987657,867,2016-05-09T02:02:36.343+05:30,2016-05-09T02:17:40.839+05:30
4,63695dba4823914bd089a1c231439dda,5,2016-05-09T02:32:44.686+05:30,2016-05-09T02:32:49.709+05:30
5,63695dba4823914bd089a1c231439dda,693,2016-05-09T02:38:40.421+05:30,2016-05-09T02:50:23.722+05:30
6,0c054efac80f96a9e7dc62a81482a228,265,2016-05-09T02:02:57.452+05:30,2016-05-09T02:07:23.286+05:30
7,0c054efac80f96a9e7dc62a81482a228,7,2016-05-09T02:07:56.869+05:30,2016-05-09T02:08:04.753+05:30
8,0c054efac80f96a9e7dc62a81482a228,691,2016-05-09T02:16:48.967+05:30,2016-05-09T02:28:20.454+05:30
9,0c054efac80f96a9e7dc62a81482a228,199,2016-05-09T02:32:41.130+05:30,2016-05-09T02:36:00.433+05:30
10,35d9519dd06e5e846d662f4b227d9a23,7,2016-05-09T02:04:26.586+05:30,2016-05-09T02:04:34.336+05:30
11,35d9519dd06e5e846d662f4b227d9a23,893,2016-05-09T02:25:05.580+05:30,2016-05-09T02:39:58.970+05:30
12,24f77460085777e67ceac8b0812ee400,1458,2016-05-09T02:09:14.300+05:30,2016-05-09T02:35:07.844+05:30
13,4ef5bdf4ab70437d9e990be4bcd79ab1,5,2016-05-09T02:13:32.606+05:30,2016-05-09T02:13:38.096+05:30
14,992f9b0ed049f1f4d6b1e31795300ec7,9,2016-05-09T02:08:59.807+05:30,2016-05-09T02:09:09.409+05:30
15,992f9b0ed049f1f4d6b1e31795300ec7,31,2016-05-09T02:30:49.128+05:30,2016-05-09T02:31:20.266+05:30
17,70825b77cbeffc2556d15da209909f89,164,2016-05-09T02:31:09.973+05:30,2016-05-09T02:34:12.564+05:30
18,9c7fd8a3ee4094f3bf4ead5158472f39,38,2016-05-09T02:09:09.338+05:30,2016-05-09T02:09:49.483+05:30
19,5d75fc4caa802a5c1df1d834d029d77c,338,2016-05-09T02:03:24.307+05:30,2016-05-09T02:09:14.090+05:30
20,5d75fc4caa802a5c1df1d834d029d77c,376,2016-05-09T02:10:51.564+05:30,2016-05-09T02:17:08.497+05:30
21,5d75fc4caa802a5c1df1d834d029d77c,198,2016-05-09T02:18:39.192+05:30,2016-05-09T02:21:57.366+05:30
