50b87fa00087c1e53ec7e937eaec721d	2016-05-09 02:01:24.926668	2016-05-09 02:01:42.753817	17	2
50b87fa00087c1e53ec7e937eaec721d	2016-05-09 02:01:44.920271	2016-05-09 02:02:36.155491	51	2
50b87fa00087c1e53ec7e937eaec721d	2016-05-09 02:02:40.920239	2016-05-09 02:03:37.227154	56	2
3a501163cc1466d60c5398727195f354	2016-05-09 02:20:41.929715	2016-05-09 02:20:48.479387	6	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:21:03.599156	2016-05-09 02:21:17.05213	13	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:21:36.459149	2016-05-09 02:22:31.354635	54	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:22:33.088403	2016-05-09 02:22:58.699203	25	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:23:03.392512	2016-05-09 02:23:18.156867	14	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:23:19.462674	2016-05-09 02:23:35.687989	16	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:23:37.189135	2016-05-09 02:24:01.75745	24	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:24:03.474255	2016-05-09 02:24:26.002253	22	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:24:30.968326	2016-05-09 02:24:35.997328	5	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:24:38.818835	2016-05-09 02:24:49.903988	11	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:24:51.584917	2016-05-09 02:25:28.044102	36	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:25:29.457565	2016-05-09 02:26:34.976214	65	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:26:48.235829	2016-05-09 02:26:52.824966	4	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:26:54.787079	2016-05-09 02:27:07.03456	12	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:27:08.416249	2016-05-09 02:27:27.45118	19	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:27:28.82816	2016-05-09 02:27:32.306185	3	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:27:34.701937	2016-05-09 02:27:45.034526	10	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:27:45.791833	2016-05-09 02:28:12.124101	26	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:28:13.489222	2016-05-09 02:28:17.693912	4	3
3a501163cc1466d60c5398727195f354	2016-05-09 02:28:19.15888	2016-05-09 02:28:38.865017	19	3
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:45:18.239669	2016-05-09 02:45:25.837316	7	4
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:45:38.809919	2016-05-09 02:46:59.856081	81	4
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:47:01.831128	2016-05-09 02:48:55.211807	113	4
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:48:56.305736	2016-05-09 02:50:06.107262	69	4
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:50:09.269354	2016-05-09 02:50:16.081159	6	4
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:50:24.81944	2016-05-09 02:51:04.7363	39	4
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:51:41.029165	2016-05-09 02:54:04.186215	143	5
24937d1de6de3c06a33c424fdf938a22	2016-05-09 02:55:21.537167	2016-05-09 02:55:26.926029	5	6
fc56405b466695a393a6aa244ec64cbb	2016-05-09 02:27:43.260042	2016-05-09 02:30:10.97916	147	7
e6a02c68e7c7ce9f276e5a617d8886f4	2016-05-09 02:53:27.502982	2016-05-09 02:53:34.070266	6	8
