24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:15:58.844852	2016-05-09 02:16:59.90786	61	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:17:04.347815	2016-05-09 02:17:10.50825	6	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:17:13.087092	2016-05-09 02:17:18.327488	5	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:17:22.188524	2016-05-09 02:17:26.567033	4	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:17:44.686994	2016-05-09 02:18:09.028534	24	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:18:12.088469	2016-05-09 02:18:49.228335	37	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:18:50.946387	2016-05-09 02:18:59.072511	8	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:19:02.671708	2016-05-09 02:19:22.008888	19	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:19:25.374121	2016-05-09 02:20:33.511048	68	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:20:37.144453	2016-05-09 02:20:56.349478	19	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:20:58.591847	2016-05-09 02:21:00.608049	2	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:21:04.112199	2016-05-09 02:21:21.787811	17	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:21:26.369118	2016-05-09 02:21:29.431684	3	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:21:32.024345	2016-05-09 02:21:37.292905	5	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:21:39.848733	2016-05-09 02:21:58.732487	18	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:22:02.163253	2016-05-09 02:22:21.57148	19	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:22:23.172837	2016-05-09 02:22:34.591849	11	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:22:37.908398	2016-05-09 02:22:58.912176	21	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:23:04.948132	2016-05-09 02:23:19.34367	14	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:23:21.607806	2016-05-09 02:23:28.949372	7	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:23:31.011503	2016-05-09 02:23:49.109359	18	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:23:51.187875	2016-05-09 02:23:54.91208	3	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:23:56.932874	2016-05-09 02:24:16.968028	20	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:24:23.591916	2016-05-09 02:24:40.103268	16	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:24:45.008206	2016-05-09 02:25:11.547624	26	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:25:14.632987	2016-05-09 02:25:23.272495	8	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:25:26.291407	2016-05-09 02:25:34.992122	8	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:25:45.768475	2016-05-09 02:26:02.163341	16	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:26:06.168788	2016-05-09 02:26:13.711852	7	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:26:19.567118	2016-05-09 02:26:49.561352	29	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:26:51.358104	2016-05-09 02:27:06.26465	14	1
24957054b92d8fe6afca4c14dfcf3892	2016-05-09 02:27:07.824205	2016-05-09 02:27:14.365153	6	1
1d920ff85441326eae95e6b06ccbf312	2016-05-09 02:54:19.735381	2016-05-09 02:54:52.457764	32	2
1d920ff85441326eae95e6b06ccbf312	2016-05-09 02:55:27.225464	2016-05-09 02:55:37.65095	10	3
1d920ff85441326eae95e6b06ccbf312	2016-05-09 02:57:53.417548	2016-05-09 02:58:11.343596	17	4
1d920ff85441326eae95e6b06ccbf312	2016-05-09 02:58:28.19778	2016-05-09 02:58:33.733978	5	4
