1e946cfaed5b033a590bb7ff912a6f50	2016-05-09 02:17:19.257112	2016-05-09 02:18:49.937782	90	1
1e946cfaed5b033a590bb7ff912a6f50	2016-05-09 02:19:08.745245	2016-05-09 02:19:37.181773	28	1
5bf045a4cbef62f870543b9767256e6b	2016-05-09 02:33:47.549093	2016-05-09 02:35:40.586606	113	3
5bf045a4cbef62f870543b9767256e6b	2016-05-09 02:35:44.661673	2016-05-09 02:35:55.151866	10	3
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:39:33.385152	2016-05-09 02:40:38.427038	65	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:40:41.15021	2016-05-09 02:40:44.420542	3	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:41:06.199327	2016-05-09 02:41:18.205826	12	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:41:22.374046	2016-05-09 02:41:42.416553	20	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:41:44.62945	2016-05-09 02:42:22.021259	37	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:42:25.241297	2016-05-09 02:42:51.671661	26	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:42:52.961404	2016-05-09 02:43:10.721274	17	4
81700ef9bdc4b4a21e533e5ced268777	2016-05-09 02:43:11.51025	2016-05-09 02:43:17.123077	5	4
edad352e3f86ce96ab7f0ceefaeaf98e	2016-05-09 02:43:09.232451	2016-05-09 02:43:18.977709	9	5
edad352e3f86ce96ab7f0ceefaeaf98e	2016-05-09 02:43:21.444184	2016-05-09 02:43:42.717644	21	5
edad352e3f86ce96ab7f0ceefaeaf98e	2016-05-09 02:43:42.954024	2016-05-09 02:43:54.973633	12	5
edad352e3f86ce96ab7f0ceefaeaf98e	2016-05-09 02:43:56.228949	2016-05-09 02:44:39.396353	43	5
edad352e3f86ce96ab7f0ceefaeaf98e	2016-05-09 02:44:39.418884	2016-05-09 02:45:25.252305	45	5
fced1300649ead277f8688ed1a0b7d59	2016-05-09 02:14:16.439634	2016-05-09 02:16:04.46156	108	6
