1,da7cb268ad7db3b5010fbdabf81dd746,49,2016-05-09T02:42:54.017+05:30,2016-05-09T02:43:44.605+05:30
2,6dbc6c5dc353843e00dd64e1d6375c8a,5,2016-05-09T02:13:47.419+05:30,2016-05-09T02:13:52.523+05:30
4,6dbc6c5dc353843e00dd64e1d6375c8a,34,2016-05-09T02:15:09.476+05:30,2016-05-09T02:15:44.944+05:30
5,6dbc6c5dc353843e00dd64e1d6375c8a,30,2016-05-09T02:16:45.046+05:30,2016-05-09T02:17:24.323+05:30
6,6dbc6c5dc353843e00dd64e1d6375c8a,129,2016-05-09T02:23:28.284+05:30,2016-05-09T02:26:15.394+05:30
7,6dbc6c5dc353843e00dd64e1d6375c8a,16,2016-05-09T02:27:01.918+05:30,2016-05-09T02:27:18.393+05:30
8,f1f7e0de01a63c505f8947a7f3c12588,39,2016-05-09T02:21:11.867+05:30,2016-05-09T02:21:57.466+05:30
10,32672f56cdd1d8f9b30871babfb10c07,163,2016-05-09T02:19:49.986+05:30,2016-05-09T02:22:42.575+05:30
11,81ecafcd76ff9ea9fe05bf247e215b34,2546,2016-05-09T02:08:26.871+05:30,2016-05-09T02:51:04.853+05:30
12,16056792519ba952abd802938955bbe4,263,2016-05-09T02:13:30.485+05:30,2016-05-09T02:18:22.087+05:30
13,568bdc07f4159c1d535876a764b0af75,122,2016-05-09T02:00:29.489+05:30,2016-05-09T02:02:38.294+05:30
14,568bdc07f4159c1d535876a764b0af75,68,2016-05-09T02:04:45.294+05:30,2016-05-09T02:05:57.684+05:30
15,568bdc07f4159c1d535876a764b0af75,152,2016-05-09T02:06:43.095+05:30,2016-05-09T02:09:16.401+05:30
17,568bdc07f4159c1d535876a764b0af75,34,2016-05-09T02:10:32.297+05:30,2016-05-09T02:11:33.813+05:30
18,5b8e6c79271ceb63e9c4991184190510,143,2016-05-09T02:37:57.467+05:30,2016-05-09T02:40:28.526+05:30
19,fc73ffe6ce4c6939a20441691f55aaa6,830,2016-05-09T02:16:32.984+05:30,2016-05-09T02:31:49.346+05:30
20,cfbc2a055dcc0b8f63736667ff5e6728,33,2016-05-09T02:09:31.067+05:30,2016-05-09T02:10:04.625+05:30
21,cfbc2a055dcc0b8f63736667ff5e6728,30,2016-05-09T02:10:50.091+05:30,2016-05-09T02:11:20.723+05:30
22,d497ffdae74bfbb4183f3bc989e36955,9,2016-05-09T02:48:38.308+05:30,2016-05-09T02:49:17.179+05:30
23,9c636831c15ca05aa3f46ce2244d341a,84,2016-05-09T02:37:36.028+05:30,2016-05-09T02:39:07.987+05:30
24,6e987ec5e445de97eb19e8055bc0d20c,22,2016-05-09T02:54:48.137+05:30,2016-05-09T02:55:10.156+05:30
25,6e987ec5e445de97eb19e8055bc0d20c,165,2016-05-09T02:56:45.394+05:30,2016-05-09T02:59:53.493+05:30
